gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
1,0.384615385,0.384615385,1,0.555555556,1,1,1,0,0.77,0.696969697,0.418367347,0.12244898,1,1,1,M
1,0.384615385,0.384615385,1,0.555555556,1,1,1,0,0.8,0.515151515,0.408163265,0.234693878,0,1,1,M
1,0.307692308,0.307692308,1,0.555555556,0.5,1,1,0,0.62,0.616161616,0.836734694,0.397959184,1,0,1,M
1,0.307692308,0.307692308,1,0.555555556,0,1,1,1,0.72,0.838383838,0.12244898,0.908163265,1,1,1,H
1,0.307692308,0.307692308,1,0.555555556,0.5,1,1,1,0.87,0.818181818,0.224489796,0.704081633,1,0,1,H
1,0.307692308,0.307692308,1,0.555555556,0,1,1,1,0.72,0.909090909,0.12244898,0.295918367,0,0,1,M
1,0.307692308,0.307692308,1,0.555555556,0.5,1,1,0,0.02,0.111111111,0.632653061,0.295918367,0,0,1,L
1,0.307692308,0.307692308,1,0.555555556,0,1,1,0,0.05,0.03030303,0.020408163,0.091836735,1,1,1,L
1,0.307692308,0.307692308,0,0.888888889,0.5,0.727272727,1,1,0.73,0.848484848,0.785714286,0.816326531,1,1,0,H
1,0.307692308,0.307692308,1,0.555555556,0,1,1,0,0.05,0.171717172,0.214285714,0.091836735,0,0,0,L
1,0.076923077,0.076923077,1,0.555555556,0,1,1,1,0.51,0.424242424,0.12244898,0.285714286,0,0,0,M
1,0.769230769,0.230769231,1,0.555555556,0,1,1,0,0.09,0.070707071,0.214285714,0.193877551,1,1,0,L
1,0.769230769,0.769230769,1,0.444444444,0,0.818181818,0,0,0.19,0.727272727,0.153061224,0.5,1,1,0,M
0,0.230769231,0.230769231,1,0.444444444,0.5,0.909090909,1,1,0.32,0.808080808,0.591836735,0.459183673,1,1,0,M
1,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,1,0.32,0.606060606,0.591836735,0.663265306,1,1,0,M
1,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,0,0.12,0.080808081,0.183673469,0.255102041,0,0,0,L
1,0.230769231,0.230769231,1,0.444444444,0.5,0.909090909,1,0,0.52,0.101010101,0.132653061,0.051020408,0,0,0,L
1,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,0,0.72,0.808080808,0.591836735,0.663265306,1,1,0,M
0,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,1,0.72,0.808080808,0.591836735,0.663265306,1,1,0,M
1,0,0,1,0.444444444,0.5,0.909090909,1,1,0.92,0.808080808,0.897959184,0.765306122,1,1,1,H
1,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,1,0.72,0.808080808,1,0.969387755,1,0,1,H
1,0,0,1,0.444444444,0.5,0.909090909,1,0,0.72,0.808080808,0.591836735,0.867346939,1,1,1,M
1,0.307692308,0.307692308,1,0.444444444,0.5,0.909090909,1,0,0.22,0.202020202,0.183673469,0.051020408,0,0,0,L
1,0,0.307692308,1,0.444444444,0.5,0.909090909,1,0,0.12,0.202020202,0.387755102,0.459183673,0,0,0,M
1,0.307692308,0.307692308,1,0.444444444,0.5,0.636363636,1,1,0.7,0.929292929,0.846938776,0.857142857,1,0,1,H
0,0.307692308,0.307692308,1,0.333333333,0,0.636363636,1,0,0.5,0.404040404,0.530612245,0.663265306,1,0,1,M
0,0.307692308,0.307692308,1,0.333333333,0,0.909090909,1,0,0.8,0.949494949,0.632653061,0.775510204,1,1,1,H
0,0.307692308,0.307692308,1,0.333333333,0,0.727272727,1,0,0.87,0.484848485,0.836734694,0.969387755,0,0,0,M
0,0.307692308,0.307692308,1,0.333333333,0,0.818181818,1,0,0.7,0.404040404,0.020408163,0.153061224,0,0,0,L
1,0.307692308,0.307692308,0.5,0.111111111,0,0.636363636,1,0,0.65,0.868686869,0.632653061,0.397959184,0,1,0,M
1,0.307692308,0.307692308,0.5,0.111111111,0,0.727272727,1,0,0.15,0.060606061,0.326530612,0.397959184,1,1,1,H
1,0,0,0.5,0.111111111,0,0.272727273,1,1,0.19,0.747474747,0.326530612,0.163265306,0,1,0,L
0,0.307692308,0.307692308,0.5,0.111111111,0,0.909090909,1,0,0.69,0.767676768,0.836734694,0.948979592,0,0,1,M
1,0.307692308,0.307692308,0.5,0.111111111,0,0,1,0,0.39,0.262626263,0.12244898,0.43877551,0,0,0,L
1,0.307692308,0.307692308,0.5,0.111111111,0,0.272727273,1,0,0.59,0.97979798,0.428571429,0.704081633,1,1,1,H
1,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,0,0.1,0.171717172,0.12244898,0.397959184,1,1,1,H
0,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,1,0.8,0.878787879,0.734693878,0.602040816,0,1,1,H
0,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,0,0.7,1,0.673469388,0.653061224,0,1,1,M
0,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,0,0.8,0.97979798,0.87755102,0.959183673,1,1,1,M
1,0.307692308,0.307692308,0.5,0.111111111,0,0.272727273,1,1,0.69,0.343434343,0.12244898,0.163265306,0,0,0,L
1,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,0,0.1,0.171717172,0.12244898,0.132653061,0,0,0,L
1,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,0,0.61,0.97979798,0.836734694,0.642857143,1,0,0,M
0,0.307692308,0.307692308,0.5,0.111111111,0,0.545454545,1,1,0.21,0.272727273,0.530612245,0.336734694,1,1,0,M
1,0,0,0.5,0.111111111,0,0.727272727,1,1,0.49,0.949494949,0.428571429,0.06122449,0,0,0,M
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,1,0.7,0.646464646,0.428571429,0.316326531,0,0,1,M
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,1,0.79,0.848484848,0.836734694,0.367346939,0,0,1,H
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,0,0.19,0.808080808,0.12244898,0.163265306,1,1,0,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,0,0.11,0.707070707,0.326530612,0.285714286,1,1,0,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,0,0.1,0.080808081,0.102040816,0.091836735,1,0,0,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,0,0.18,0.282828283,0.408163265,0.193877551,1,0,0,M
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,1,0.9,0.848484848,0.530612245,0.295918367,0,1,1,H
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,1,0.92,0.818181818,0.326530612,0.357142857,0,1,1,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,0,0.42,0.212121212,0.020408163,0.153061224,0,0,1,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,0,0.22,0.202020202,0.06122449,0.255102041,0,0,1,H
0,0.384615385,0.384615385,1,0.333333333,0,0.272727273,0,1,0.95,0.828282828,0.836734694,0.704081633,1,1,1,H
0,0.384615385,0.384615385,1,0.333333333,0,0.272727273,1,1,0.9,0.626262626,0.816326531,0.602040816,1,1,1,H
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,0,1,0.72,0.212121212,0.224489796,0.255102041,1,1,1,H
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,1,1,0.92,0.313131313,0.428571429,0.265306122,1,1,1,H
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,0,1,0.82,0.313131313,0.530612245,0.244897959,0,1,1,M
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,1,1,0.72,0.414141414,0.469387755,0.265306122,0,1,1,M
1,0.153846154,0.153846154,1,0.333333333,0,0.272727273,0,1,0.74,0.717171717,0.571428571,0.367346939,0,1,1,H
1,0.153846154,0.153846154,1,0.333333333,0,0.272727273,1,1,0.74,0.606060606,0.571428571,0.367346939,0,1,1,H
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,1,0.95,0.949494949,0.734693878,0.806122449,0,1,1,H
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,1,0.97,0.878787879,0.836734694,0.867346939,0,1,1,H
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,0,0.4,0.383838384,0.326530612,0.357142857,0,0,0,M
1,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,0,0.41,0.393939394,0.357142857,0.387755102,1,0,0,M
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,0,1,0.51,0.797979798,0.867346939,0.897959184,1,1,1,H
0,0.230769231,0.230769231,1,0.333333333,0,0.272727273,1,1,0.81,0.797979798,0.928571429,0.857142857,1,1,1,H
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,0,1,0.71,0.707070707,0.663265306,0.693877551,1,1,1,M
1,0.615384615,0.230769231,1,0.333333333,0,0.272727273,1,1,0.75,0.717171717,0.775510204,0.806122449,1,1,1,M
0,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,0,0,0.49,0.363636364,0.326530612,0.43877551,0,0,0,L
0,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,1,0,0.42,0.242424242,0.12244898,0.234693878,0,0,0,L
0,0.615384615,0.615384615,0.5,0.111111111,0,0.909090909,0,1,0.9,0.868686869,0.836734694,0.744897959,1,1,1,H
0,0.615384615,0.615384615,0.5,0.111111111,0,0.909090909,1,1,0.62,0.646464646,0.734693878,0.846938776,1,1,1,H
1,0.153846154,0.153846154,0.5,0.111111111,0,0.909090909,0,0,0.9,0.868686869,0.836734694,0.744897959,1,1,0,M
1,0.153846154,0.153846154,0.5,0.111111111,0,0.909090909,1,0,0.62,0.646464646,0.734693878,0.846938776,1,1,0,M
0,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,0,1,0.98,0.878787879,0.87755102,0.846938776,0,1,1,H
0,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,1,1,0.72,0.747474747,0.836734694,0.897959184,0,1,1,H
1,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,0,0,0.18,0.171717172,0.265306122,0.336734694,0,1,0,M
1,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,1,0,0.32,0.141414141,0.326530612,0.285714286,0,1,0,M
1,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,0,0,0.1,0.121212121,0.204081633,0.12244898,0,0,0,L
1,0.230769231,0.230769231,0.5,0.111111111,0,0.909090909,1,0,0.22,0.343434343,0.153061224,0.081632653,0,0,0,L
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,0,1,0.11,0.202020202,0.214285714,0.224489796,0,0,1,M
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,1,1,0.12,0.444444444,0.255102041,0.387755102,0,0,1,M
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,0,0,0.15,0.505050505,0.244897959,0.428571429,1,0,1,M
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,1,0,0.32,0.444444444,0.295918367,0.897959184,1,0,1,M
1,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,0,1,0.65,0.595959596,0.755102041,0.836734694,1,1,1,H
1,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,1,1,0.72,0.646464646,0.602040816,0.897959184,1,1,1,H
1,0.615384615,0.230769231,0.5,0.111111111,0.5,0.909090909,0,1,0.95,0.575757576,0.755102041,0.897959184,1,1,0,M
1,0.615384615,0.230769231,0.5,0.111111111,0.5,0.909090909,1,1,0.82,0.848484848,0.806122449,0.795918367,1,1,0,M
1,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,0,0,0.25,0.292929293,0.346938776,0.326530612,0,1,0,M
1,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,1,0,0.42,0.343434343,0.295918367,0.387755102,0,1,0,M
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,0,1,0.55,0.797979798,0.448979592,0.428571429,1,1,1,H
0,0.230769231,0.230769231,0.5,0.111111111,0.5,0.909090909,1,1,0.62,0.646464646,0.704081633,0.489795918,1,1,1,H
0,0.230769231,0.384615385,0.5,0.111111111,0.5,0.909090909,0,1,0.78,0.888888889,0.755102041,0.836734694,1,1,1,H
0,0.230769231,0.384615385,0.5,0.111111111,0.5,0.909090909,1,1,0.72,0.848484848,0.908163265,0.897959184,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0,0.363636364,0,1,0.6,0.929292929,0.846938776,0.224489796,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0,0.363636364,1,1,0.5,0.909090909,0.846938776,0.12244898,1,1,1,H
0,0.230769231,0.230769231,0.5,0,0,0.363636364,0,1,0.6,0.97979798,0.132653061,0.020408163,1,1,1,H
0,0.230769231,0.230769231,0.5,0,0,0.363636364,1,1,0.5,0.95959596,0.234693878,0.091836735,1,1,1,H
0,0.230769231,0.230769231,0.5,0,0,0.363636364,0,1,0.6,0.878787879,0.234693878,0.102040816,1,1,0,M
0,0.230769231,0.230769231,0.5,0,0,0.363636364,1,1,0.5,0.808080808,0.204081633,0.142857143,1,1,0,M
1,0.230769231,0.230769231,0.5,0,0,0.363636364,0,0,0.1,0.151515152,0.102040816,0.204081633,0,0,0,L
1,0.230769231,0.230769231,0.5,0,0,0.363636364,1,0,0.3,0.101010101,0.204081633,0.040816327,0,0,0,L
1,0.769230769,0.769230769,0.5,0,0,0.363636364,0,0,0.24,0.353535354,0.183673469,0.306122449,0,0,1,M
1,0.769230769,0.769230769,0.5,0,0,0.363636364,1,0,0.27,0.202020202,0.336734694,0.346938776,0,0,1,M
1,0.230769231,0.230769231,0.5,0,0,0.363636364,0,0,0.1,0.151515152,0.102040816,0.204081633,0,0,0,L
1,0.230769231,0.230769231,0.5,0,0,0.363636364,1,0,0.3,0.101010101,0.204081633,0.040816327,0,0,0,L
0,0.230769231,0.615384615,0.5,0,0,0.363636364,0,1,0.8,0.777777778,0.642857143,0.836734694,1,1,1,M
0,0.230769231,0.615384615,0.5,0,0,0.363636364,1,1,0.75,0.858585859,0.744897959,0.806122449,1,1,1,M
1,0.230769231,0.230769231,0.5,0,0,0.363636364,0,0,0.4,0.070707071,0.510204082,0.408163265,0,1,0,L
1,0.230769231,0.230769231,0.5,0,0,0.363636364,1,0,0.35,0.02020202,0.295918367,0.326530612,0,1,0,L
0,0.230769231,0.230769231,0.5,0,0,0.363636364,0,1,0.1,0.909090909,0.306122449,0.204081633,0,1,1,M
0,0.230769231,0.230769231,0.5,0,0,0.363636364,1,1,0.25,0.808080808,0.295918367,0.224489796,0,1,1,M
1,0.461538462,0.461538462,0.5,0,0,0.363636364,0,1,0.1,0.080808081,0.091836735,0.020408163,0,1,0,L
1,0.461538462,0.461538462,0.5,0,0,0.363636364,1,1,0.15,0.070707071,0.12244898,0.06122449,0,1,0,L
0,0.615384615,0.230769231,0.5,0,0,0.363636364,0,1,0.7,0.909090909,0.204081633,0.204081633,0,1,1,M
0,0.615384615,0.230769231,0.5,0,0,0.363636364,1,1,0.75,0.808080808,0.153061224,0.193877551,0,1,1,M
0,0.615384615,0.230769231,0.5,0,0.5,0.363636364,0,0,0.78,0.98989899,0.102040816,0.102040816,0,1,1,M
0,0.615384615,0.230769231,0.5,0,0.5,0.363636364,1,0,0.79,0.898989899,0.112244898,0.132653061,0,1,1,M
0,0.153846154,0.153846154,0.5,0,0.5,0.363636364,0,0,0.16,0.909090909,0.153061224,0.102040816,0,1,1,M
0,0.153846154,0.153846154,0.5,0,0.5,0.363636364,1,0,0.17,0.808080808,0.132653061,0.091836735,0,1,1,M
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,1,0.4,0.878787879,0.510204082,0.408163265,0,0,1,M
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,1,0.35,0.929292929,0.295918367,0.326530612,0,0,1,M
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,1,0.14,0.97979798,0.153061224,0.132653061,0,1,1,H
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,1,0.13,0.828282828,0.204081633,0.295918367,0,1,1,H
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,1,0.24,0.97979798,0.153061224,0.132653061,0,1,1,H
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,1,0.23,0.828282828,0.204081633,0.295918367,0,1,1,H
1,0.461538462,0.461538462,0.5,0,0.5,0.363636364,0,1,0.2,0.03030303,0.091836735,0.020408163,0,1,0,L
1,0.461538462,0.461538462,0.5,0,0.5,0.363636364,1,1,0.15,0.04040404,0.12244898,0.06122449,0,1,0,L
1,0,0,0.5,0,0.5,0.363636364,0,1,0.05,0.131313131,0.06122449,0.051020408,0,1,0,L
1,0,0,0.5,0,0.5,0.363636364,1,1,0.07,0.090909091,0.112244898,0.091836735,0,1,0,L
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,1,0.1,0.949494949,0.408163265,0.102040816,1,1,1,M
0,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,1,0.25,0.898989899,0.214285714,0.12244898,1,1,1,M
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,1,0.3,0.98989899,0.428571429,0.204081633,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,1,0.35,0.97979798,0.418367347,0.224489796,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,0,0,0.32,0.888888889,0.326530612,0.244897959,1,1,1,M
1,0.230769231,0.230769231,0.5,0,0.5,0.363636364,1,0,0.25,0.878787879,0.214285714,0.265306122,1,1,1,M
0,0.384615385,0.384615385,0.5,0,0.5,0.363636364,0,1,0.72,0.98989899,0.530612245,0.142857143,1,1,1,H
0,0.384615385,0.384615385,0.5,0,0.5,0.363636364,1,1,0.75,0.909090909,0.520408163,0.163265306,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0,0,0,0,0.2,0.888888889,0.316326531,0.275510204,1,1,0,M
1,0.230769231,0.230769231,0.5,0,0,0,1,0,0.1,0.98989899,0.418367347,0.37755102,1,1,0,M
1,0.615384615,0.230769231,0.5,0,0,0,0,0,0.9,0.98989899,0.418367347,0.37755102,1,1,1,H
1,0.615384615,0.230769231,0.5,0,0,0,1,0,0.8,0.888888889,0.520408163,0.387755102,1,1,1,H
1,0.153846154,0.153846154,0.5,0,0,0,0,0,0.8,0.95959596,0.214285714,0.275510204,1,1,1,H
1,0.153846154,0.153846154,0.5,0,0,0,1,0,0.78,0.707070707,0.316326531,0.285714286,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0,0,0,0,0.1,0.181818182,0.724489796,0.37755102,1,1,0,M
1,0.230769231,0.230769231,0.5,0,0,0,1,0,0.1,0.585858586,0.520408163,0.479591837,1,1,0,M
0,0.615384615,0.230769231,0.5,0,0,0,0,1,0.98,0.888888889,0.612244898,0.306122449,0,1,1,H
0,0.615384615,0.230769231,0.5,0,0,0,1,1,0.75,0.818181818,0.520408163,0.336734694,0,1,1,H
1,0.230769231,0.230769231,0.5,0,0,0,0,0,0.1,0.171717172,0.510204082,0.204081633,0,0,1,M
1,0.230769231,0.230769231,0.5,0,0,0,1,0,0.35,0.02020202,0.295918367,0.224489796,0,0,1,M
0,0.230769231,0.230769231,0.5,0,0,0,0,0,0.1,0.202020202,0.224489796,0.979591837,0,0,0,L
0,0.230769231,0.230769231,0.5,0,0,0,1,0,0.05,0.090909091,0.193877551,0.989795918,0,0,0,L
1,0.230769231,0.230769231,0.5,0,0.5,0,0,0,0.1,0.101010101,0.408163265,0.510204082,0,0,0,L
1,0.230769231,0.230769231,0.5,0,0.5,0,1,0,0.35,0.02020202,0.295918367,0.224489796,0,0,0,L
1,0.230769231,0.230769231,0.5,0,0.5,0,0,1,0.2,0.909090909,0.510204082,0.612244898,1,0,0,M
1,0.230769231,0.230769231,0.5,0,0.5,0,1,1,0.32,0.828282828,0.602040816,0.632653061,1,0,0,M
1,0.230769231,0.230769231,0.5,0,0.5,0,0,0,0.1,0.303030303,0.510204082,0.918367347,1,0,0,L
1,0.230769231,0.230769231,0.5,0,0.5,0,1,0,0.12,0.222222222,0.602040816,0.836734694,1,0,0,L
0,0.230769231,0.230769231,0.5,0,0.5,0,0,0,0.11,0.202020202,0.204081633,0.989795918,0,0,0,L
0,0.230769231,0.230769231,0.5,0,0.5,0,1,0,0.1,0.121212121,0.295918367,0.93877551,0,0,0,L
1,0.153846154,0.153846154,0.5,0,0.5,0,0,1,0.69,0.828282828,0.204081633,0.275510204,1,1,1,H
1,0.153846154,0.153846154,0.5,0,0.5,0,1,1,0.7,0.838383838,0.295918367,0.326530612,1,1,1,H
0,0.153846154,0.153846154,0.5,0,0.5,0,0,1,0.89,0.929292929,0.408163265,0.275510204,1,1,1,H
0,0.153846154,0.153846154,0.5,0,0.5,0,1,1,0.79,0.939393939,0.5,0.224489796,1,1,1,H
1,0.230769231,0.230769231,0.5,0,0.5,0,0,1,0.15,0.909090909,0.214285714,0.979591837,1,1,1,M
1,0.230769231,0.230769231,0.5,0,0.5,0,1,1,0.2,0.777777778,0.316326531,0.887755102,1,1,1,M
1,0.230769231,0.692307692,0.5,0,0.5,0,0,1,0.04,0.101010101,0.112244898,0.06122449,0,1,0,L
1,0.230769231,0.692307692,0.5,0,0.5,0,1,1,0.05,0,0.010204082,0.071428571,0,1,0,L
0,0.230769231,0.230769231,1,0.444444444,0,0.090909091,0,1,0.88,0.818181818,0.510204082,0.091836735,1,1,0,M
0,0.230769231,0.230769231,1,0.444444444,0,0.090909091,1,1,0.9,0.888888889,0.551020408,0.112244898,1,1,0,M
0,0.153846154,0.153846154,1,0.444444444,0,0.090909091,0,1,0.86,0.98989899,0.510204082,0.193877551,1,1,1,H
0,0.153846154,0.153846154,1,0.444444444,0,0.090909091,1,1,0.9,0.909090909,0.581632653,0.214285714,1,1,1,H
1,0.230769231,0.615384615,1,0.444444444,0,0.090909091,0,1,0.78,0.919191919,0.510204082,0.397959184,1,1,1,H
1,0.230769231,0.615384615,1,0.444444444,0,0.090909091,1,1,0.7,0.98989899,0.551020408,0.724489796,1,1,1,H
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,0,0,0.8,0.808080808,0.469387755,0.612244898,1,0,1,M
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,1,0,0.85,0.828282828,0.602040816,0.632653061,1,0,1,M
1,0.615384615,0.615384615,1,0.444444444,0,0.090909091,0,0,0.88,0.909090909,0.87755102,0.816326531,1,1,1,H
1,0.615384615,0.615384615,1,0.444444444,0,0.090909091,1,0,0.89,0.929292929,0.908163265,0.836734694,1,1,1,H
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,0,0,0.39,0.717171717,0.408163265,0.255102041,0,1,0,M
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,1,0,0.35,0.808080808,0.346938776,0.214285714,0,1,0,M
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,0,0,0.76,0.818181818,0.816326531,0.867346939,0,1,1,H
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,1,0,0.65,0.898989899,0.653061224,0.826530612,0,1,1,H
0,0.769230769,0.769230769,1,0.444444444,0,0.090909091,0,1,0.96,0.95959596,0.714285714,0.704081633,1,1,1,H
0,0.769230769,0.769230769,1,0.444444444,0,0.090909091,1,1,0.8,0.919191919,0.887755102,0.724489796,1,1,1,H
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,0,1,0.02,0.090909091,0.102040816,0,0,0,0,L
1,0.230769231,0.230769231,1,0.444444444,0,0.090909091,1,1,0.03,0.080808081,0.193877551,0.020408163,0,0,0,L
1,0.230769231,0.230769231,1,0.444444444,0.5,0.090909091,0,0,0.5,0.797979798,0.102040816,0.306122449,0,0,1,M
1,0.230769231,0.230769231,1,0.444444444,0.5,0.090909091,1,0,0.53,0.888888889,0.091836735,0.326530612,0,0,1,M
0,0.230769231,0.230769231,1,0.444444444,0.5,0.090909091,0,1,0.7,0.898989899,0.12244898,0.204081633,0,1,1,H
0,0.230769231,0.230769231,1,0.444444444,0.5,0.090909091,1,1,0.59,0.909090909,0.193877551,0.428571429,0,1,1,H
1,0.615384615,0.230769231,1,0.444444444,0.5,0.090909091,0,0,0.78,0.808080808,0.673469388,0.510204082,1,1,1,M
1,0.615384615,0.230769231,1,0.444444444,0.5,0.090909091,1,0,0.79,0.727272727,0.806122449,0.836734694,1,1,1,M
0,0.461538462,0.461538462,1,0.444444444,0.5,0.090909091,0,1,0.1,0.090909091,0.020408163,0,0,1,0,L
0,0.461538462,0.461538462,1,0.444444444,0.5,0.090909091,1,1,0.09,0.070707071,0.091836735,0.020408163,0,1,0,L
1,0.153846154,0.153846154,1,0.444444444,0.5,0.090909091,0,0,0.98,0.909090909,0.87755102,0.714285714,1,1,1,H
1,0.153846154,0.153846154,1,0.444444444,0.5,0.090909091,1,0,0.89,0.929292929,0.908163265,0.836734694,1,1,1,H
1,0.615384615,0.230769231,1,0.444444444,0.5,0.090909091,0,0,0.88,0.909090909,0.775510204,0.816326531,1,1,1,H
1,0.615384615,0.230769231,1,0.444444444,0.5,0.090909091,1,0,0.99,0.96969697,0.908163265,0.846938776,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.82,0.898989899,0.224489796,0.306122449,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.84,0.929292929,0.295918367,0.428571429,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.7,0.696969697,0.469387755,0.448979592,1,1,0,M
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.74,0.626262626,0.5,0.428571429,1,1,0,M
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.9,0.797979798,0.775510204,0.795918367,1,1,1,H
0,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.84,0.777777778,0.806122449,0.683673469,1,1,1,H
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.8,0.808080808,0.632653061,0.102040816,1,1,0,M
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.81,0.828282828,0.704081633,0.12244898,1,1,0,M
1,0.230769231,0.692307692,1,0.555555556,0,0.181818182,0,0,0.1,0,0.020408163,0.408163265,0,0,0,L
1,0.230769231,0.692307692,1,0.555555556,0,0.181818182,1,0,0.11,0.02020202,0.091836735,0.489795918,0,0,0,L
1,0.230769231,0.692307692,1,0.555555556,0,0.454545455,0,0,0.85,0.898989899,0.224489796,0.612244898,0,0,1,H
1,0.230769231,0.692307692,1,0.555555556,0,0.454545455,1,0,0.8,0.898989899,0.234693878,0.683673469,0,0,1,H
1,0.230769231,0.692307692,1,0.555555556,0,0.454545455,0,0,0.95,0.878787879,0.632653061,0.816326531,0,0,1,M
1,0.230769231,0.692307692,1,0.555555556,0,0.454545455,1,0,0.87,0.797979798,0.744897959,0.989795918,0,0,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.85,0.878787879,0.734693878,0.091836735,1,1,0,M
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,1,1,0.79,0.888888889,0.806122449,0.193877551,1,1,0,M
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,0,1,0.8,0.818181818,0.724489796,0.295918367,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.454545455,1,1,0.7,0.838383838,0.714285714,0.224489796,1,1,1,M
1,0.230769231,0.230769231,1,0.555555556,0,0.181818182,0,1,0.8,0.828282828,0.775510204,0.183673469,1,1,1,M
